row,comment,is_NL
11468,"Content Management System for loading and storing Textures, Fonts and Sound Effects.",1
11469,Purpose: Holds information about an Entity. This is a part of a Single-Step upgrade.,1
11470,"Compute the modeled pseudoranges, given satellite ID's, pseudoranges and other data.",1
11471,"Base class for all properties, handling argument parsing and defining the interface.",1
11472,Class for defining objects that manage the dependencies of standard library vectors.,1
11473,Class for functions returning values constant in space and varying linearly in time.,1
11476,Computes the nodal volumes associated with the support of each nodal shape function.,1
11477,This nested type represents the difference between two points of the temporal-space.,1
11478,This class is for proximity queries between a capped cylinder and a capped cylinder.,1
11479,A matcher that uses Sebastians Nowozin's excellent sift matcher and considers stacks,1
11480,Calculate the density in the neighborhood of a pixel using an Epanechnikov function.,1
11481,function to take database connection and table parameters for our database interface,1
11482,"Run the 'brute force' algorithm, which finds the overlapping pairs of bounding boxes",1
11483,Sets a new buffer in the update modifier parser state struct with data to be parsed.,1
11484,This filter generates an output image with an internal explicit streaming mechanism.,1
11485,a command to take a set of observations from a group of cameras upon a trigger event,1
11487,I represent an authentication scheme. For now my children store the scheme metadata.,1
11488,Model parameters for the Radial Basis Function Network (RBFN) function approximator.,1
11489,Fixed size string serializer - serializes first N characters of given string pointer,1
11490,"This function is called once per timestep, when particles are in their set position.",1
11491,"This function is called once per timestep, when particles are in their set position.",1
11492,The function will use the absolute values of all int parameters. Returns 0 on success,1
11493,The base class for all input gestures that can be registered with the gesture system.,1
11494,ConvexPenetrationDepthSolver provides an interface for penetration depth calculation.,1
11495,ConvexPenetrationDepthSolver provides an interface for penetration depth calculation.,1
11496,This is the class used to fit a weighted linear regression line to compare 2 vectors.,1
11497,Contest Manager remembers the best results obtained for each contest during a flight.,1
11498,ConvexPenetrationDepthSolver provides an interface for penetration depth calculation.,1
11499,ConvexPenetrationDepthSolver provides an interface for penetration depth calculation.,1
11500,Compute the face normal vectors at the nodes corresponding to the given face metrics.,1
11501,Print the solution gradient data of a scalar (advection/diffusion) piece to the file.,1
11503,Cache key based on locale. A key of type LocaleCacheKey<T> maps to a value of type T.,1
11504,Load height data from an image Take the heightmap image and turn it into a data array,1
11505,Implement the hardware's reset functionality here. The default is no action on reset.,1
11506,"This class contains the list of all triggers and is able to add, edit and delete them",1
11507,Check that the provided sample aspect ratio is valid and set it on the codec context.,1
11508,Abstract superclass of a task to be run with an index to keep track of pending tasks.,1
11509,"Backbone class for auxiliary objects that can be attached to nodes, e.g., generators.",1
11511,Single particle state information. Stores pqn and kappa (L). Has an inbuilt ordering.,1
11512,"an implementation of the ""static minimum degree"" heuristic for contructing a matching",1
11513,Wrapper that brings the distortion function to the form needed by the differentiator.,1
11514,Wrapper that brings the distortion function to the form needed by the differentiator.,1
